Content,cleaned_content,label,label_name
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure logname uid euid tty nodevssh ruser rhost hostname hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure logname uid euid tty nodevssh ruser rhost hostname hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure logname uid euid tty nodevssh ruser rhost hostname hostname,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,authentication failed from ip_addr ip_addr permission denied in replay cache code,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,authentication failed from ip_addr ip_addr software caused connection abort,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
Kerberos authentication failed,kerberos authentication failed,1,Anomaly
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from ip_addr at fri jul,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session opened for user test by (uid=509),session opened for user test by uid,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session closed for user test,session closed for user test,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
check pass; user unknown,check pass user unknown,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,authentication failure logname uid euid tty nodevssh ruser rhost hostname,1,Anomaly
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
cupsd shutdown succeeded,cupsd shutdown succeeded,0,Normal
cupsd startup succeeded,cupsd startup succeeded,0,Normal
restart.,restart,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from ip_addr dsl chn static ip_addr hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from ip_addr ip_addr hostname hostname at sun jul,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,0,Normal
session closed for user cyrus,session closed for user cyrus,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,0,Normal
session closed for user news,session closed for user news,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,1,Anomaly
